ID|google_asr_before_sep|amazon_asr_before_sep|ground_truth|google_asr_after_sep|amazon_asr_after_sep
mix108_original_2|I think it'll be a I hope it will be a sort of refreshing reminder of the progress that has been made as well as sort of|I think it'll be uh I hope it will be a sort of refreshing reminder of the progress that has been made, as well as sort of.|I think it will be ah uh I hope it will be a refreshing reminder of of um the progress that has been made as well as sort of|I hope it will be a sort of refreshing reminder of the progress that has been made as well as bird of|I hope it will be a sort of refreshing reminder of, of the progress that has been made as well as sort of
mix109_original_1|back well I do think at times when you feel passionate about something there are times that all of us I'm sure you have and I know I have allowed my tongue to sort of get out of head of my brain a little bit and by the way|Well, I do think at times when you feel passionate about something, there are times that all of us, I'm sure you have and I know I have allowed my tongue to sort of get out ahead of my brain a little bit and by the way.|back well I do think at times when you feel passionate about something there are times that all of us I'm sure you have and I uh oh absolutely and I know I have I have allowed my tongue to sort of get out of my brain a little bit and by the way|I do think it's times when you feel passionate about some in our time that all of us I'm sure you have and II have my time to sort of get out ahead of my brain a little bit and by the way|I do think of times when you feel passionate about something. There are times that all of us I'm sure you have. And I, and I know I have a lot of my time to sort of get out ahead of my brain a little bit. And by the way,
mix109_original_2|about or whatever and I'm one of those people and so when I would become really really popular it would just get a little bit it's like a bug under a under a what-do-you-call-it|About or whatever, and I'm one of those people, and so when I would become really, really popular, it would just get a little bit, it's like a bug under under, what do you call that?|about or whatever and i'm one of those people and so when i would become really really popular it would just get a little bit its like a bug under a under a what do you call that|or whatever and I have one of those on people and so when I would become really really popular he would just get a little bit it's like a what do you call it|or whatever. And I'm one of those people. And so when I would become really, really popular, he would just get a little bit. It's like under under, uh, what do you call that?
mix110_original_1|listen I would not in any way want to bad-mouth America by the way I'm here for going to say working you know|Listen, I would not in any way want to bad mouth America why I'm here for going to stay working, you know|listen I would not in any way want to bad mouth America that why why I am here for goodness sake working you know|it's not in any way I want|In any way. 1 2nd. Why I'm here working.
mix110_original_2|later work and that might be a part of it I think I might just go ape shit|To l a to work and that might be a part of it, I think I might just go a ship.|To LA to work and that might be a part of it, I think I might just go a ship|latest work on my book I think I might|L. A. To work and then I think I might just go
mix111_original_1|take out all the parts and it looked up and realizing like this is lame I looked at everybody kind of doing it I'm like I don't really want to hang out with any of|Take out all the parts and it's looked up and realizing like this is lame and I looked at everybody kind of doing it and like I don't really want to hang out with any of|take out all the parts and as looked up im realizing like this is lame and i looked at everybody kinda doing it and im like i dont really want to hang out with any of|take me home what can I do is look up and see Rising this is when we look at the ready come do now|It's called, and he's looked up business. Look at everybody comes doing anything.
mix111_original_2|communities like well what can I do and and that's that is what mouth that is what Malcolm that is what Malcolm|Communities that well, what can I do and, and, and that's that is what, that is what, what Malcolm, that is what Malcolm.|communities like well what can I do and and and that's that is what malcom that is what what Malcolm that is what Malcolm|can I do is look and and that is exactly where everybody could have do it at like I don't want to hang out with a|and and and everybody can enjoy it. Like, I don't want to hang out with any of these.
mix112_original_1|living sort of the perfect Suburban life great husband great car great job but she gets a phone call being told by the Japanese authorities|Living sort of the perfect suburban life, great husband, great car, great job, but she gets a phone call being told by the japanese authorities.|living sort of the perfect suburban life great husband great car great job but she gets a phone call being told by the Japanese authorities.|livings would have the perfect Suburban life great husband great car great job but she gets a phone call Chichi I'm being told by Japanese authorities|living sort of the perfect suburban life where her husband brake hard, great job. But she gets a phone call, I'm being told by the Japanese authorities.
mix112_original_2|just oh yeah no old Cynthia I'd say it was about Cynthia pain The Madam and yeah she'd seen it all and most of it wasn't to do with sex|Oh yeah, no old Cynthia and it was about Cynthia, Payne the madam and yes, she'd seen it all and most of it wasn't to do with sex.|oh yeah there all Cynthia it was about Cynthia Pane the madam she'd seen it all and most of it wasn't about sex.|oh yeah that was sent here to it was about configure page loads of mother I'm done yes seems all and most of it wasn't to do with sex|Oh yeah, they're all Cynthia. It was about to pay. And um, yes, seems all. And most of it wasn't to do with sex.
mix113_original_1|happens when you live in this kind of environment what type of person that changes you into now all of a sudden it's like you can't talk about that but this is what we live in this is we don't have|happens when you live in this kind of environment, what type of person that changes you into now? All of a sudden, it's like you can't talk about that, but this is where we live in, this is we don't have.|happens when you live in this kind of environment what what type of person it changes you into now all of a sudden its like you can't talk about that but this is what we live in this is we don't have|you live in this kind of environment with what person to change Olympia now all the sudden it's like you can't talk about it well we live in|are you live in this kind of environment? What what person that changes you now? All of a sudden, it's like, you can't talk about it where we live there.
mix113_original_2|hi gun into the whole phase being thing but you want to research the character he just he's a true life character he was starlings right hand and force of calling what you want but|Hate going into the whole thing, lesbian thing, But you want to research the character. He's a true life character. He was Stalin's right hand and force of calling what you want. But.|hate going into the whole lesbian thing but um you are researching a character he's he's a true life character he was starling's right hand and force of call him what you want but|at guns to the house there's nothing but you want to research the character gravity's too rough characters started by having folks according what I want|going into the whole thursday and thing. But if you want to research the character character started calling what I want. But
mix114_original_1|well I was really in the mood this morning when I woke up to have|Well, I was really in the mood this morning when I woke up to have.|well I was really in the mood this morning when I woke up to have|some and all I was really in the mood to write when I woke up to have|so and all I was really when I woke up to have
mix114_original_2|show man all I had to do was like change my dress but we had just been shooting|Home and all I had time to do was change my dress, but we had just been shooting|shown and all i had time to do was change my dress but we had just been shooting|well I'm going to do is like changing my dress won't we had just been shooting|well I was like changing my we had just been shooting
mix115_original_1|I'm not a bad guy but but certainly not not us very squared away guy not a guy who seems to be on any kind of track to success|I'm not a bad guy, but but certainly not not a very squared away guy, not a guy who seems to be on any kind of track to success|I'm not a bad guy but but certainly not a very squared away guy not a guy who seems to be on any kind of track of success|I'm not a bad guy but but certainly not not as very squared away guy not a guy who seems to be on any kind of track to success|I'm not a bad guy, but, but certainly not, not a very squared away guy. Not a guy who seems to be on any kind of tractor success
mix115_original_2|I finally connected when he was off the slope and I was through traveling and we were in the same room at the same time and I told him that|I finally connected when he was off the slope and I was through traveling and and we were in the same room at the same time, and I told him that.|I finally connected when he was off the slope and I was through travelling and and we were in the same room at the same time and I told him that|I finally connected was off the float and I was just traveling and you were in the same room at the same time and I told him that|I finally connected when he was off the slope, and I was traveling and, and you were in the same room at the same time. And I told him that
mix116_original_1|so it's there's a special place in my heart for the original show and that was part of kind of what you know gravitated me toward wanting to come back and be a part of the|So it's there's a special place in my heart for the original show, and that was part of kind of what, you know, gravitated me toward wanting to come back and be a part of the.|Ugh so its there's a special place in my heart for the original show and uh that was part of kind of what you know gravitated me toward wanting to come back and becoming a part of the|so it's there's a special place in my heart for the original show and that was part of kind of what you know gravitated me toward wanted to come back and be a part of the|uh, so it's there's a special place in my heart for the original show. And that was part of kind of what, you know, Gravitated me toward wanted to come back and be a part of the
mix116_original_2|truths and lies that emerge from that session those few sessions that we had many many years ago and it it affects our relationship today so we|Truths and lies that emerge from that session, those few sessions that we had many, many years ago, and it um, it affects our relationship today, so we.|truths and lies that emerge from that session those few sessions that we had many many years ago and it um it affects our relationship today so we|truce many lives that emerge from that session those two sessions that we had many many years ago and it it affects our relationship today so we|truth from lives that emerge from that those two sessions that we had many, many years ago. And it um, it affects our relationship today. So, we
mix117_original_1|so I was like let's write about my dog and have it be as a joke and so|So I was like, let's write about my dog and have it be as a joke, and so|So I was like let's write about my dog and have it be as a joke and so|and have it be a joke|and have it be.
mix117_original_2|you know you all the thoughts that would go through her head are going through my head|You know you all the thoughts that would go through her head are going through my head.|You know you all the thoughts that would go through her head are going through my head|all the thoughts that would go through a very ads are going through my head|you know, even all the thoughts that was going through, heads are going through my head.
mix118_original_1|unhappy manager of those ill-starred mats in the beginning of their existence used a cigar to vent his frustration at the ineptitude of his|Unhappy manager of those ill starred mets in the beginning of their existence used a cigar to vent his frustration at the ineptitude of his|unhappy manager of those ill starred Mets in the beginning of their existence used his cigar to vent his frustration at the ineptitude of his|unhappy manager of those ill-starred meds in the beginning of their existence use this tag are to vent his frustrations at the ineptitude of his|unhappy manager of those Mets in the beginning of their existence. Use this regard to vent his frustration at the ineptitude of his
mix118_original_2|more work some people need it more than others you know like all of that list I feel doesn't necessarily need it but that doesn't mean they're not deserving and doesn't mean they shouldn't be nominated or shouldn't win|More work. Some people need it more than others. You know like all of that list I feel doesn't necessarily need it. But that doesn't mean they're not deserving. It doesn't mean they shouldn't be nominated or shouldn't win.|more work some people need it more than others you know like all of that list I feel doesn't necessarily need it but that doesn't mean they're not deserving it and doesn't mean they shouldn't be nominated or shouldn't win.|some people need it more than others she would have that list that feels doesn't necessarily need it that doesn't mean it couldn't be|some people need it more than others. You know, Like all of that list that doesn't necessarily need it, but that doesn't mean that it doesn't
mix119_original_1|whole cast him everything absolutely inspired forming|Hold the Cast Him Everything absolutely inspired performance, fantastic.|whole cast him everything absolutely inspired performance fantastic|Cox right they do everything and I and what's this|um and I.
mix119_original_2|um but anyway we got here and and I and we watch the extended cuts the on 35|Um but anyway, we got her and and I and we watched the extended cuts the on 35|um but anyway we got here and uh and i and we watched the extended cuts the uh on 35|um company way we got here in it and I am used to be exhibited cut the violence|Um but anyway we got here and I see the uh 30
mix120_original_1|vulnerability and all of us and that compassion and all of us that|vulnerability in all of us and the compassion and all of us that.|Vulnerability in all of us um and that compassion in all of us that|vulnerability in all of us and that compassion and all that|vulnerability, and all of us, um, and the compassion, and all of us.
mix120_original_2|obviously and at some point he had to go but I think you have two|Obviously at some point he had to go but I think you have to|aye obviously um at some point he had to go but I think you have to|a obviously and at some point he had to go but I think you ask of|obviously um at some point he had to go but I think you have to
mix121_original_1|you know the wraparound sign with that Jack Black's comedy I was happy to get that call you know I'm friends with Mike White from|You know the wraparound sign with Jack Black's comedy, I was happy to get that call, You know, I'm friends with Mike White from|that uh you know that wrap around sign yeah with Jack Black's comedy I was happy to get that call you know I'm friends with Jack White from|you know the wrap around sideways yeah Jack Black's Thomas I was happy to get that and I don't pray on like white flag|the, you know, the wraparound sign with Jack Black. And I was happy to get that man like white.
mix121_original_2|I think what you say that out loud you can't take it back you know it's like oh there's another cooler guy other than Batman and then they had another really isn't so|I think once you say that out loud, you can't take it back. You know, it's like oh there's another cooler guy other than batman and yeah, no, there really isn't so.|i think once you say that outloud you can't take it back you know it's like oh there's another cooler guy other than batman and yeah no there really isn't so|I think what you say that out loud you've seen anything like it oh there's another cooler guy other than bad call you friends with Mike|I think what you say that out loud? You can't make them. Oh, there's another cooler guy other than that.
mix122_original_1|those sets were really like theater sets because most of the people that came on to them where theater people you know Felicia or Rashaad in|Those sets were really like theater sets because most of the people that came onto them were theater people, you know Felicia Rashad in|Those sets were really like theater sets cause most of the people that came onto them were were theater people you know Felicia or Rashad in|so respect for really like theaters that's because most of the people that came on them we're theater people who shows a shot|those respects were really like theater sets. Because most of the people that came on were, were theater. People were shot
mix122_original_2|and it changes him for the rest of the season I told I told Jon I said you know because we shot out of order but we had an order this year yeah which is nice because we knew exactly where each episode went and I said|And it changes him for the rest of the season. I told, I told john, I said, you know, because we shot out of order. But we had an order this year, which was nice because we knew exactly where each episode went and I said.|and it changes him for the rest of the season I told I told John I said you know cause we shot out of order but we had an order for this shit yeah which is nice because we knew where each episode went. And I said|and it changes him for the rest of the saloons and I told I told John I said you know because we shot out of order but we had an order of issue yeah which is nice because we knew exactly where each episode went and he said|And it changes him for the rest of the season. I told I told john, I said, you know, because we shot out of order, but we had an order vision, which is nice because we knew exactly where each episode went. Can't understand this.
mix123_original_1|one thing led to another and I got my first big gig on E hosting Wild on traveled around|One thing led to another, and I got my first big gig on e hosting Wild on traveled around|One thing led to another and I got my first big gig on E hosting Wild On traveled around|one thing led to another and I got my first big gig on E hosting Wild on traveled around|One thing led to another. And I got my first big gig on hosting Wild on, traveled around.
mix123_original_2|I had gotten sick and had to leave the tour|Had gotten sick and had to leave the tour.|Had gotten sick and had to leave the tour|I had gotten sick and had to leave the tour|had gotten sick and had to leave the tour.
mix124_original_1|a great chance to send a message the 28th of March and|A great chance to send the message 28 March and.|A great chance to send the message uh the twenty eighth of March and|a greater chance of passing the massive problem for the 2800 Marlo and|Great chance to send the message and 28 March. And
mix124_original_2|and you know a few days go by and you wait for a phone call and sometimes it's yes sometimes it's snowing in this case|And you know, a few days go by and you wait for a phone call and sometimes it's yes, sometimes it's no, and in this case|And um you know a few days go by and you wait for a phone call and sometimes it's yes sometimes it's no and in this case|and you know she's days go by and you wait for a phone call and sometimes it's yes sometimes it's mentioned in this case|and, you know, a few days go by and you wait for a phone call. And sometimes it's just sometimes the fridge in this case.
mix125_original_1|well I stayed at the four key areas well I loved it because it was such a grand hotel from another era|Well, I stayed at the Fork Area as well, I loved it because it was such a grand hotel from another era|oh well I skated the fork area as well and I loved it because it was such a grand hotel from another era|oh well I support areas well I loved it because it was such a grand kotel from another era|Oh, well, I support areas. Well, I loved it because it was such a grand hotel from another era.
mix125_original_2|you know it's a stupid kind of criticism I think because when I was growing up you know the youngest of 10 children in a very poor family|You know, it's it's a stupid kind of criticism I think because when I was growing up, you know, the youngest of 10 Children in a very poor family.|you know its its a stupid kind of criticism i think because when i was growing up you know the youngest of ten children in a very poor family|how do you know it's a stupid kind of criticism I think because when I was growing up you know the youngest of 10 children in a very poor I am light|You know, it's, it's a stupid kind of criticism I think because when I was growing up, you know, the youngest of 10 Children in a very poor family.
mix126_original_1|intake by Audi represent in this show in the live show to|Rented by Audi to present in this show in the live show to|ented by audi to present in this show in the live show to|buy a chair with a lot of Chef|received this with a lot of chef.
mix126_original_2|so that's kind of cool to me and one of the things that I try to do when I do|So that's kind of cool to me and one of the things that I try to do when I direct.|So that's kind of cool to me and one of the things that I try to do when I direct|so that's kind of cool to me and one of the things that I try to do when I direct|so that's kind of cool to me. And one of the things that I tried to do with my direct
mix127_original_1|but I felt this inclination sitting within and sitting with DT and talking about our characters backstories talking about my backstory with Matt nabal|But I felt this inclination, sitting with men and sitting with Gt and talking about our characters, back stories, talking about my backstory with matt unable.|But I felt this inclination sitting with Vin and sitting with DT and talking about our character's back stories and talking about my backstory with Matt Nable|but I felt this inclination sitting with them and sitting with me tea and talking about our characters backstory talking about the back story with band Abel|But I felt this inclination. Sitting with men and sitting with, at and talking about our search backstory. Talking about my backstory with um man able.
mix127_original_2|in three some highlights about Callie Torres as you know she likes George O'Malley and so season 3 be prepared because she's coming|Three Some highlights about Callie Torres as you know, she likes George O'Malley, and so season three be prepared because she's coming|Season three some highlights about Callie Torres um as you know she likes George O'Malley and so season three be prepared because she's coming|three some highlights about Paola Suárez as you know she likes George O'Malley and so season 3 be prepared because she's coming|and three. Uh, some highlights about Paulie Torres. Um, as you know, she likes George O'Malley. And so season three be prepared because she's coming
mix128_original_1|politics now seems to me to have center stage and everything it seems to me to be a circus the world revolves|Politics now seems to me to have center stage and everything, it seems to me to be a circus the world revolves.|Politics now seems to be have the center stage in everything it seems to me to be a circus the world revolves|politics now she sent me to be a circus of the world we walk|politics now, it seems to me to be a circus, some of the world.
mix128_original_2|many studies were done about the economic economic impact of the polo actually not surprisingly because it was a quite a large expenditure|The many studies were done about the economic impact of Apollo, actually not surprisingly, because it was quite a large expenditure.|The many studies were done about the economic economic impacts of Apollo actually not surprisingly because it was such a large expenditure|many studies we don't know about the actual second Amish impact is called Low actually not surprisingly because it is quite a large expenditure|but many studies were done about the accident. Economic impact. Polo actually not surprisingly because it was quite a large expenditure.
mix129_original_1|we have gotten rid of things we were one of the first to get rid of|We have gotten rid of things we were one of the first to get rid of.|We have gotten rid of things were one of the first to get rid of|we have got rid of things we were the first to get rid of|we have gotten rid of things. We were the first to get rid of
mix129_original_2|a tie those fight sequences are actually occurring like that and the fact that they're real|Those fight sequences are actually occurring like that and the fact that they're real.|that those fight sequences are actually occuring like that and the fact that they're real|I so Spike sequences are actually occurring like that and the fact that they're real|that a those sequences are actually occurring like that. And the fact that they're real.
mix130_original_1|fusing thing for a kid and I really don't want my kid doing it's complicated I if you want to do it later and I can't control them fine but great|Confusing thing for a kid and um I really don't want my kid doing. It's complicated i if he wants to do it later and I can't control him fine, but right now.|Confusing thing for a kid and um I really don't want my kid doing it it's complicated if he wants to do it later and I can't control him then fine good but right now|fusing breaking I really don't want to get doing it's complicated II if you want to do it later and I can't control fine but|confusing. Um, I really don't want doing. It's complicated. I i if he wants to do it later and I can't control fine. But
mix130_original_2|sounds good to me works for me okay is that what you want to do will do that we went to a place called the center for surrogate parenting in Beverly Hills and they are experts|Sounds good to me. Works for me, okay. Is that what you want to do? We'll do that. We went to a place called the Center for Surrogate parenting in Beverly Hills and they are experts.|Sounds good to me works for me okay Is that what you want to do well do that we went to a place called the center for surrogate parenting in Beverly Hills and they are experts|sounds good to me|Sounds good to me work. Okay. We'll do that conflict. We went to a place called the Set of parenting in Beverly Hills and they are excellent.
mix131_original_1|and you know like knowing the arc he's got room for a couple of people on his boat let's|And you know like Noah and the ark he's got room for a couple of people on his boat, let's|And you know like Noah in the Arc he's got room for a couple people on his boat let's|and what now in the ah he's got room for a couple of people and he's both let's|and uh you know like the Ark? He's got room for a couple of people on his boat. Let's
mix131_original_2|I think what's interesting about the end of season 5 is it shows that Above All Else|I think what's interesting about the end of season five is it shows that, above all else doctor.|I think what's interesting about the end of season 5 is that it shows above all else doctor|I think what's interesting about the end of season 5 is it shows that Above All Else|I think what's interesting by the end of season 5? Is it shows that above allows doctor.
mix132_original_1|swag is like an extra bone in your body black people just born with that but being a g ain't about one's mother fucking race it's about how early your parents gave|Swag is like an extra bone in your body. Black people are just born with that. But being a G ain't about one's mother race, it's about how early your parents gave|Swag is like an extra bone in your body black people are just born with that shit but being a G ain't about one's mother race it's about how early your parents gave|whack it's like an extra bone in your body black people just quit that what's being a G8 about 1.2 race it's about how early your parents|whack is like an extra bone in your body. Black people. Just. But being a G. eight about one race. It's about how early your parents gave.
mix132_original_2|it's just bonding probably with new people and spending time and getting to know them and you know getting into character getting to create someone|It's just bonding probably with new people and and and spending time and getting to know them and you know getting into character, getting to to create someone.|its just its just bonding probably with new people and and spending time and getting to know them and um you know getting into character and getting in to create someone|I said it's just bonding probably with new people and spending time getting to know them and you know getting into character getting to to create someone|it's just bonding probably with new people and, and spending time getting to know them and uh, you know, getting into character, getting to, to, to create someone
mix133_original_1|of course you know it's quite a responsibility it's such a big character such a famous character but she said that she didn't want to think she didn't want to overthink it and sort of almost go|Of course it's quite a responsibility. It's such such a big character, such a famous character. But she said that she she didn't want to I think she didn't want to overthink it and sort of almost go|And of course you know it's quite a responsibility it's it's such such a a big character and such a famous character but um she said she I think she didn't want to over think it and almost go|of course and it's quite a responsibility it's such a big character such a famous code that she said that she didn't want to think she didn't want to overthink it and sort of almost go|of course, you know, it's quite a responsibility. Such a big character, such a famous character. But um she said that she she didn't want to uh I think she didn't wanna overthink it and sort of almost go
mix133_original_2|palak where you simply can't speak and stutter is more repetitive where you repeat the first letter of a word but in my research I was told they were interchangeable|Block where where you simply can't speak in a stutter is more repetitive, where you repeat the first letter of a word. But in my research I was told they were interchangeable.|Block where where you simply can't speak and the stutter is more repetitive where you repeat the first letter of a word but in my research I was told that they were interchangeable|Lots where you simply can't seat and stuff so it's more repetitive where you repeat the first letter of a word but in my research I was told they were interchangeable|a lot where, where you simply can't speak and stuff. It's more repetitive where you repeat the first letter of the word. Uh, but in my research, I was told they were interchangeable.
mix134_original_1|Anders was there and Robert Rodriguez was there and Quentin was there with Reservoir Dogs and we were there within the|Andrews was there and robert Rodriguez was there and Quentin was there with reservoir dogs and we were there within the|Anders was there and Robert Rodriguez was there and Quentin was there with reservoir dogs and we were there within the|Anders was there and Robert Rodriguez was there and Quentin was there with Reservoir Dogs and we were there within the|Sanders was there and robert Rodriguez was there and Quentin was there with Reservoir dogs, and we were there within the
mix134_original_2|and then get some tape on yourself and just like if you're playing baseball in the minor leagues work your way up|And then get some tape on yourself and just like if you're playing baseball in the minor leagues, work your way up.|And then get some tape on yourself and just like if your playing baseball in the minor leagues work your way up|and then get some tape one so and just like if you're playing baseball in the minor leagues work your way up|and then get some tape on yourself. And just like, if you're playing baseball in the minor leagues, work your way up
mix135_original_1|Rupert he's a bit of a genius the guy so I won't be surprising this|Rupert, he's a bit of a genius the guy, so I wouldn't be surprised if this is.|rupert he he's a bit of a genius the guy so i wouldn't be surprised if this is|he's a genius but so I won't be surprising this sucks|He's he's a bit of a genius provide. So I won't be surprised.
mix135_original_2|a script that brings both fast together but it could be a bit odd to work with|A script that brings both of us together, but it would be a bit odd to work with.|a script that brings both parts together but it can be a bit odd to work with|a script that bring both sides together but which all to work with|script that will talk together. But I want to work with.
mix136_original_1|it's not her and she's being made to do things that she doesn't want to do and she's aware of the fact that she's doing these things that are wrong so there's all this conflict|It's not her and she's been made to do things that she doesn't want to do, and she's aware of the fact that she's doing these things that are wrong, so there's all this conflict.|It's not her and she's being made to do things that she doesn't want to do and she's aware of the fact that she's doing things that are wrong so there's all this conflict.|it's not here I see being made to do so with that she doesn't want to do and you were aware that she's doing the things that are wrong|it's not on her own. She's been made to do something that she doesn't want to do. And she's aware of the fact that she's doing these things that are wrong. So there's always comes
mix136_original_2|you know what I will tell you this it is the it was voted the most reasonable wedding dress I am not going to pay ten thousand dollars for wedding dresses|You know what I will tell you this, it is. It was voted the most reasonable wedding dress. I am not gonna pay $10,000 for a wedding dress.|You know what I will tell you this it is it was voted the most reasonable uh wedding dress. I am not going to pay ten thousand dollars for a wedding dress|you know I will tell you didn't get it it was devoted be most reasonable wedding dress I am not going to pay ten thousand dollars for wedding dress|Do you know what I will tell you this? It is, it was devoted. The most reasonable uh wedding dress. I am not going to pay $10,000 for a wedding dress.
mix137_original_1|he was an Olympic runner and he was running he was in the Olympics he pulled a hamstring|Was an olympic runner and he was running he was in the olympics he pulled a hamstring.|He was an Olympic runner and he was running and in the Olympics and he pulled a hamstring|she was from|From Who is running? He was in the Olympic.
mix137_original_2|feathers and hats you know that's all you know alright look Jonathan Winters you know he slaps on a hat|And feathers and hats you know that's all alright look Jonathan winters you know, he slaps on a hat.|and feathers and hats you know that's all alright look Jonathon Winnard he slaps on a hat|feathers paths you know that's all it's all right look Jonathan Winters you know he slaps on my ass|feathers apps, you know? That's all it's alright. Look, Jonathan winners. You know, He slaps on my app.
mix138_original_1|every sobriety test right I failed the pupil test there's a pupil test they give you but my pupils in their resting state look like|Every sobriety test um, I failed the pupil test, there's a pupil test they give you, but my pupils, in their resting state look like someone.|Every sobriety test right. Um I failed the pupil test there's a pupil test they give you but my pupils in their resting state look like someone|every sobriety test right I filled the pupil task there's a pupil test they give you but my pupils in their Reckoning State and quick someone|every sobriety test. Um I failed the pupil task. There's a pupil test they give you. But my pupils in their reckoning state. And quick, someone
mix138_original_2|is is really fun for me but because I spend so much of my time either thinking about music or singing music or writing music that|Um is really fun for me, but because I spend so much of my time either thinking about music or singing music or writing music that.|Um is is really fun for me but cause I spend so much of my time either thinking about music singing about music or writing about music that|is really fun for me but because I spend so much of my time either thinking about music or singing music or writing music that|um is, is is really fun for me. But because I spend so much of my time, I've been thinking about music, or singing music, or writing music that
mix139_original_1|pleat Insanity that was the two electrode which basically people gambling on tulip bulbs and tulip bulbs being sold for like the price of a house|Complete insanity, That was the tulip trade, which basically people gambling on tulip bulbs and tulip bulbs being sold for like the price of a house.|Complete insanity that was the tulip trade that was basically people gambling on tulip bulbs. And tulip bulbs being sold for like the price of a house|sweet Insanity that will fit shoot it right basically people gambling or chili bowl and chili balls are being sold for like the price Val|complete insanity that will basically people gambling on tulip bulbs and tulip bulbs being sold for like the price of the house.
mix139_original_2|then I've started working for the Smothers Brothers so I started to learn to write sketches and dialogue for sketches|Then I started working for the Smothers Brothers, so I started to learn to write sketches and dialogue for sketches.|Then I started working for the smothers brothers so I started to learn to write sketches and dialogue for sketches|can I started working for the Smothers Brothers so I started to learn to write the sketches and dialogue for sketches|Then I started working for this Mother's brother. So I started to learn to write sketches and dialogue for sketches.
mix140_original_1|and helping your fellow human being|Um and helping your fellow human being.|Um and helping your fellow human being|helping your fellow human being|um and helping your fellow human beings.
mix140_original_2|many many filters we have to go through but I can tell you I want to|Many many filters we have to go through, but I can tell you I want to go.|many many filters we have to go through but I can tell you I want to go|many many filters we have to go through but I can tell you I want to|many many filters we have to go through. But I can tell you I want to go
mix141_original_1|starting out dependent on the age if there was a kid I would say do what I did get involved locally with|Starting out, depending on their age, if there was a kid, I would say do what I did and get involved locally with|starting out depending on their age if they was a kid i would say do what i did and get involved locally with|install now dependent on the age if there was a kid I would say do what I did get involved locally with|start out, depending on the age, if there was a kid I would say do, I did get involved locally with
mix141_original_2|yeah what is those demons we are hearing sometimes about but what is it|What is those demons we are hearing sometimes about, but what is it?|yeah what what is those demons we are hearing sometimes about but what is it|yeah what what is those demons we are hearing sometimes about but what is it|um Yeah. What, what is those demons we are hearing sometimes about? But what is it?
mix142_original_1|and this community a bit more so that some kind of change can be implemented I mean sexual orientation isn't even in the|And this community a bit more so that some kind of change can be implemented, sexual orientation isn't even in the federal.|this community a bit more so that some kind of change can be implemented i mean sexual orientation isn't even in the federal|welcome to me little bit more so set some kind of change can be sexual orientation isn't even in the federal too|you can be a bit more so that some kind of change can be, I mean, sexual orientation isn't even in the Federal
mix142_original_2|I'm at Warsaw is in the middle and that Poland is in trouble really and and and where the rest of Europe is going to line up to|And that Warsaw is in the middle and that Poland is in trouble really, and and where the rest of europe is going to line up.|yeah And that Warsaw's in the middle and that Poland is in trouble really yeah um and and where the rest of Europe is going to line up to uh|and it was those in the middle and moving them is in trouble region and and and Wibble Europe issues because of wine up to|and it was in the middle and trouble. And and with Europe is gonna line up to
mix143_original_1|at least on the other thing May Maids develop your no matter how high powered or|At least, and the other thing may may develop you no matter how high powered or.|yeah at least and the other thing may maids develop you no matter how high powered or|yeah at least on the other thing may may develop your no matter how high powered or|Yeah, at least, and the other thing may may develop you no matter how high powered or
mix143_original_2|it's sort of on the road job it's lonely and there are some scary statistics out there|It's sort of on the road job, it's lonely and there are some scary statistics out there of.|Its it's sort of an on the road job it's lonely and there are some scary statistics out there of |is job it's lonely I know some scary for physics out there|on the Rose Job. It's lonely. And there's some scary statistics out there.
mix144_original_1|and I had to do press funny enough on that Saturday pulled a last-minute thing on me but I was going for the|And uh, and I had to do press, funny enough on that saturday pulled a last minute thing on me, but I was going for the week.|And uh I had to do press money ohh right you know on that Saturday for the last minute thing but you know I was going for the week|that and ing on that Saturday for the last-minute thing on me but I was going for the week|and uh and I haven't been on that saturday pull the last minute. But I was going for the week.
mix144_original_2|the trailers are meant to slip and slide Dodge you you know what I mean but you can try|The trailers are meant to slip and slide dodge you, you know what I mean, but you can try.|The trailers are meant to slip and slide dodge you you know what I mean but you can try|the trailers are meant to slip and slide Dodge you you know what I mean but you could try|the trailers are meant to slip and slide, dodge. You you know what I mean? But you can try
mix145_original_1|right but it just ended up being interpreting Turner being put in turn around for a while which was|Um but it just ended up being in turn putting, being put in turn around for a while, which was fine.|right but it just ended up being in turn being put in turn around for a while which is fine|but it just ended up being interpreting Turner's being put in turn around for a while was it|um but it it just ended up being in putting turner being put and turn around for a while, which is fine.
mix145_original_2|I guess it's the well today I rode on Reese's bike around set that was|I guess just um well today I rode on Reese's bike around set that was.|I guess it's just um well today I rode on Risa's bike around set that was|right so what's the day I will die mrs. biker alphabet salad|Right. So well today I rode a bike or aspect that was.
mix146_original_1|and then I've done a movie called Dangerous woman which I haven't seen yet we just finished it so I yet|And uh and then I've done a movie called Dangerous Woman, which I haven't seen yet, we just finished it, so I have yet.|And uh and then I have done a movie called the Dangerous Woman which I haven't seen yet we just finished it so I I have yet|and the and then as a movie called Dangerous woman which I haven't eaten yet we just finished doing that I haven't met yet|And uh and then I've done a movie called Dangerous Woman, which I haven't seen yet. We just kind of have yet.
